Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Solo Kills / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Long Range Kills / 10min,Storm Arrow Kills / 10min,Recon Assists / 10min,Dragonstrike Kills / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Energy Javelin Kills / 10min,Terra Surge Kills / 10min,"Airtime, %",Barrage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Roadhog,Diamond,3.89,2.08,46.22,18.57,8.78,122,8187,,6.78,,,,,,,,,,,27,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,5437.38,,,,9.62,54.62,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Master,3.45,5.69,55.06,17.56,8.29,115,7846,,6.91,,,,,,,,,,,26,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,5290.15,,,,8.76,53.42,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Roadhog,Grandmaster,3.7,3.28,56.65,18.1,7.95,110,8038,,6.76,,,,,,,,,,,27,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,5321.32,,,,8.96,54.22,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,All,4.46,5.01,54.88,20.07,9.49,124,8983,,6.45,,,,,,,,,,,,,,,,,,,,,,,40,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11.69,34.28,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Bronze,4.03,3.23,43.9,18.89,9.24,129,8056,,6.94,,,,,,,,,,,,,,,,,,,,,,,38,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.76,33.09,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Silver,3.99,2.76,47.56,18.91,9.02,125,8242,,7,,,,,,,,,,,,,,,,,,,,,,,38,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10.68,32.66,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Gold,4.29,3.82,48.73,19.67,9.35,130,8490,,6.78,,,,,,,,,,,,,,,,,,,,,,,39,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.11,33.08,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Platinum,4.3,3.94,50.7,19.49,9.59,126,8631,,6.63,,,,,,,,,,,,,,,,,,,,,,,40,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,11.24,33.43,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Diamond,4.5,5.37,53.1,20.37,9.52,119,8905,,6.59,,,,,,,,,,,,,,,,,,,,,,,40,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,11.86,34.48,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Master,4.26,5.88,49.08,19.27,9.2,120,8628,,6.88,,,,,,,,,,,,,,,,,,,,,,,39,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,11.65,34.86,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Grandmaster,4.4,11.14,57.99,19.74,9.01,118,8772,,6.49,,,,,,,,,,,,,,,,,,,,,,,39,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,12,36.04,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reaper,All,2.83,2.84,53.73,20.37,7.82,72,7978,,8.06,,,,,,,,,11.22,2.17,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.66,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Bronze,2.16,1.78,39.74,16.89,6.46,73,6774,,9.06,,,,,,,,,8.69,2.19,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.73,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Silver,2.2,2.1,45.8,17.22,6.73,71,6821,,8.86,,,,,,,,,9.29,2.19,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.79,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Gold,2.61,2.65,46.52,19.47,7.48,75,7578,,8.35,,,,,,,,,10.62,2.33,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.97,,,,,,,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Platinum,2.65,4.34,54.89,19.71,7.37,74,7550,,8.48,,,,,,,,,10.67,2.28,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.69,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Diamond,2.67,2.45,49.64,19.01,7.35,69,7870,,8.34,,,,,,,,,10.2,2.16,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.12,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Master,2.48,3.49,53.29,18.67,6.61,68,7471,,8.76,,,,,,,,,10.06,2.18,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.45,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Grandmaster,2.54,2.64,51.09,18.7,6.55,70,7400,,8.64,,,,,,,,,9.66,2.07,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.06,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Baptiste,All,3.89,3.58,50.91,10.03,4.96,68,3257,8303,7.09,,,,,,,454.25,,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.24,2.48,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Bronze,2.89,1.84,36.69,7.59,3.87,61,2944,7466,8.26,,,,,,,392.96,,,,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.78,2.39,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Silver,3.25,2.79,43.6,8.3,4.38,68,2915,7712,7.74,,,,,,,413.18,,,,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35,2.5,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Gold,3.34,4.02,46.64,8.86,4.57,72,3101,7798,7.69,,,,,,,399.97,,,,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.52,2.39,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Platinum,3.86,5.02,52.89,9.98,4.94,65,3350,8325,7.29,,,,,,,482,,,,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.68,2.56,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Diamond,3.74,3.03,51.47,9.52,4.86,66,3238,8229,7.53,,,,,,,435.32,,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.89,2.5,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Master,3.18,2.15,39.7,8.17,4.15,61,3070,7797,8,,,,,,,428.9,,,,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.65,2.45,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Grandmaster,3.19,1.96,32.26,8.28,3.9,58,3173,7859,7.96,,,,,,,406.53,,,,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.11,2.44,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Orisa,All,3.39,1.99,47.23,17.04,8.39,128,8564,,7.18,,,,,,,,,,,30,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Bronze,3.03,4.79,45.04,16.24,8.22,134,7739,,7.24,,,,,,,,,,,29,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Silver,3.05,3,42.37,16.21,8.26,139,8001,,7.12,,,,,,,,,,,29,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Gold,3.19,2.61,44.38,16.32,8.19,130,8037,,7.25,,,,,,,,,,,29,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Platinum,3.61,3.11,47.63,17.26,8.33,127,8705,,6.96,,,,,,,,,,,31,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Diamond,3.3,2.89,46.98,17.03,8.15,124,8339,,7.04,,,,,,,,,,,30,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Master,3.04,4.32,44.48,16.11,7.75,129,7910,,7.13,,,,,,,,,,,29,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Grandmaster,3.07,3.81,43.82,16.22,7.8,133,8056,,7.06,,,,,,,,,,,29,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Pharah,All,2.96,1.78,50.48,21.16,6.89,38,9193,,8.84,,,,,,,,,12.73,2.6,46,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,64.16,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Bronze,2.35,1.37,40.74,17.17,5.99,36,8158,,9.39,,,,,,,,,10.23,2.93,44,,,,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,60.99,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Silver,2.53,1.82,47.23,18.43,6.46,36,8275,,9.18,,,,,,,,,11.06,2.93,45,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,60.6,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Gold,2.53,2.05,48.64,19.64,6.48,37,8807,,9.39,,,,,,,,,11.76,2.62,47,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,61.92,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Platinum,2.95,2.09,49.23,21.55,6.78,35,9338,,9.31,,,,,,,,,13.45,3.1,48,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,64.12,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Diamond,3.04,1.75,48.05,21.58,7.29,39,9505,,9.1,,,,,,,,,13.04,2.69,46,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,65.23,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Master,2.55,2.5,46.24,19.66,6.47,34,8980,,9.42,,,,,,,,,12.36,2.7,45,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,65.17,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Grandmaster,2.7,2.01,48.23,20.08,6.15,38,9177,,9.34,,,,,,,,,13.16,2.49,45,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,66.05,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sigma,All,4.53,1.48,54.29,18.43,8.6,123,9302,,5.46,,,,,,,,,,,48,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,1394.02,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Bronze,4.54,2.61,53.11,17.53,8.73,133,8757,,5.85,,,,,,,,,,,47,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,1488.35,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Silver,4.45,1.58,51.76,17.94,8.66,125,8960,,5.76,,,,,,,,,,,47,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,1417.28,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Gold,4.43,1.82,53.76,17.62,8.58,124,8923,,5.61,,,,,,,,,,,46,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,1492.55,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Platinum,4.75,1.71,52.15,18.25,8.6,120,9062,,5.62,,,,,,,,,,,48,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,1434.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Diamond,4.92,2.34,56.95,18.43,8.51,121,9362,,5.69,,,,,,,,,,,48,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,1471.45,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Master,4.9,2.73,54.63,18.43,8.44,116,9328,,5.62,,,,,,,,,,,48,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13,1398.77,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Grandmaster,4.61,2.45,51.9,17.52,8.11,120,8989,,5.68,,,,,,,,,,,48,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,1413.64,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,All,2.98,1.09,52.52,17.25,5.69,95,6953,,8.25,,,,,,,,,,,26,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.12,,9.6,8.36,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Bronze,3.13,0.95,52,18.19,6.13,100,6567,,7.93,,,,,,,,,,,20,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.68,,10.51,8.55,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Silver,2.82,0.95,49.32,17.31,6.35,97,6737,,8.41,,,,,,,,,,,24,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306.94,,9.74,9.15,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Gold,3.21,0.58,52.6,16.77,5.7,99,6647,,7.36,,,,,,,,,,,23,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094.06,,9.67,7.92,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Platinum,2.65,0.67,50,16.42,5.5,77,6718,,8.69,,,,,,,,,,,26,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155.8,,9.45,8.68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Diamond,3.82,2.22,54.9,19.64,6.05,99,7229,,7.12,,,,,,,,,,,24,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311.44,,10.94,9.06,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Master,3.57,1.66,60.13,19.86,5.38,71,7338,,7.35,,,,,,,,,,,24,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.7,,12.02,9.18,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Grandmaster,2.94,3.42,51.72,16.47,5.48,77,6265,,7.31,,,,,,,,,,,20,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038.14,,9.3,7.94,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Brigitte,All,4.75,1.71,55.33,13.38,5.82,98,3659,7522,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.32,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Bronze,3.86,1.1,46.3,10.88,4.46,93,3215,6917,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.16,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Silver,4.34,1.13,50.74,12.16,5.21,91,3436,7128,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.58,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Gold,4.36,1.64,54.53,12.79,5.67,98,3564,7248,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.83,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Platinum,4.47,3.28,56.7,13,5.54,95,3691,7504,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.68,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Diamond,4.56,0.65,49.13,12.86,5.56,98,3866,7357,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.18,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Master,3.84,0.77,43.81,11.06,4.41,88,3501,7074,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.71,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Grandmaster,3.86,0.98,55.37,11.64,4.68,89,3630,7017,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.22,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Mei,All,4.3,0.97,57.44,19.03,8.21,87,6802,,7.28,,,,,,,,,8.06,1.34,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.04,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.73,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Bronze,4.14,0.68,47.85,17.98,8.36,94,6376,,7.49,,,,,,,,,7.47,1.21,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.67,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.81,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Silver,4.22,0.7,50.22,18.93,8.43,79,6311,,7.61,,,,,,,,,7.47,1.25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.66,,,,,,,,,,,,,,,,,,,,,,,,,,26,17,4.02,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Gold,4.19,1.44,56.43,18.59,8.08,90,6681,,7.48,,,,,,,,,7.46,1.43,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.83,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.94,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Platinum,4.3,1.42,57.39,19.39,8.22,84,6981,,7.35,,,,,,,,,8.11,1.21,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.54,,,,,,,,,,,,,,,,,,,,,,,,,,27,17,3.89,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
